区块	proto	备注
cmd_battle_pass	BattlePassMissionDelNotify	BattlePassMissionDelNotify
cmd_battle_pass	BattlePassCurScheduleUpdateNotify	BattlePassCurScheduleUpdateNotify
cmd_battle_pass	TakeBattlePassRewardReq	TakeBattlePassRewardReq
cmd_battle_pass	TakeBattlePassRewardRsp	TakeBattlePassRewardRsp
cmd_battle_pass	TakeBattlePassMissionPointReq	TakeBattlePassMissionPointReq
cmd_battle_pass	TakeBattlePassMissionPointRsp	TakeBattlePassMissionPointRsp
cmd_battle_pass	GetBattlePassProductReq	GetBattlePassProductReq
cmd_battle_pass	GetBattlePassProductRsp	GetBattlePassProductRsp
cmd_battle_pass	SetBattlePassViewedReq	SetBattlePassViewedReq
cmd_battle_pass	SetBattlePassViewedRsp	SetBattlePassViewedRsp
cmd_battle_pass	BattlePassBuySuccNotify	BattlePassBuySuccNotify
cmd_battle_pass	BuyBattlePassLevelReq	BuyBattlePassLevelReq
cmd_battle_pass	BuyBattlePassLevelRsp	BuyBattlePassLevelRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_blossom	GetBlossomBriefInfoListReq	GetBlossomBriefInfoListReq
cmd_blossom	GetBlossomBriefInfoListRsp	GetBlossomBriefInfoListRsp
cmd_blossom	BlossomBriefInfoNotify	BlossomBriefInfoNotify
cmd_blossom	WorldOwnerBlossomBriefInfoNotify	WorldOwnerBlossomBriefInfoNotify
cmd_blossom	WorldOwnerBlossomScheduleInfoNotify	WorldOwnerBlossomScheduleInfoNotify
cmd_blossom	BlossomChestCreateNotify	BlossomChestCreateNotify
cmd_blossom	OpenBlossomCircleCampGuideNotify	OpenBlossomCircleCampGuideNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_chat	PrivateChatReq	PrivateChatReq
cmd_chat	PrivateChatRsp	PrivateChatRsp
cmd_chat	PrivateChatNotify	PrivateChatNotify
cmd_chat	PullPrivateChatReq	PullPrivateChatReq
cmd_chat	PullPrivateChatRsp	PullPrivateChatRsp
cmd_chat	PullRecentChatReq	PullRecentChatReq
cmd_chat	PullRecentChatRsp	PullRecentChatRsp
cmd_chat	ReadPrivateChatReq	ReadPrivateChatReq
cmd_chat	ReadPrivateChatRsp	ReadPrivateChatRsp
cmd_chat	ChatChannelUpdateNotify	ChatChannelUpdateNotify
cmd_chat	ChatChannelDataNotify	ChatChannelDataNotify
cmd_chat	ChatChannelShieldNotify	ChatChannelShieldNotify
cmd_chat	ChatChannelInfoNotify	ChatChannelInfoNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_codex	CodexDataFullNotify	CodexDataFullNotify
cmd_codex	CodexDataUpdateNotify	CodexDataUpdateNotify
cmd_codex	QueryCodexMonsterBeKilledNumReq	QueryCodexMonsterBeKilledNumReq
cmd_codex	QueryCodexMonsterBeKilledNumRsp	QueryCodexMonsterBeKilledNumRsp
cmd_codex	ViewCodexReq	ViewCodexReq
cmd_codex	ViewCodexRsp	ViewCodexRsp
cmd_codex	SetCodexPushtipsReadReq	SetCodexPushtipsReadReq
cmd_codex	SetCodexPushtipsReadRsp	SetCodexPushtipsReadRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_coop	AllCoopInfoNotify	AllCoopInfoNotify
cmd_coop	MainCoopUpdateNotify	MainCoopUpdateNotify
cmd_coop	SaveMainCoopReq	SaveMainCoopReq
cmd_coop	SaveMainCoopRsp	SaveMainCoopRsp
cmd_coop	FinishMainCoopReq	FinishMainCoopReq
cmd_coop	FinishMainCoopRsp	FinishMainCoopRsp
cmd_coop	CoopDataNotify	CoopDataNotify
cmd_coop	CoopChapterUpdateNotify	CoopChapterUpdateNotify
cmd_coop	CoopCgUpdateNotify	CoopCgUpdateNotify
cmd_coop	CoopRewardUpdateNotify	CoopRewardUpdateNotify
cmd_coop	UnlockCoopChapterReq	UnlockCoopChapterReq
cmd_coop	UnlockCoopChapterRsp	UnlockCoopChapterRsp
cmd_coop	CoopPointUpdateNotify	CoopPointUpdateNotify
cmd_coop	StartCoopPointReq	StartCoopPointReq
cmd_coop	StartCoopPointRsp	StartCoopPointRsp
cmd_coop	CancelCoopTaskReq	CancelCoopTaskReq
cmd_coop	CancelCoopTaskRsp	CancelCoopTaskRsp
cmd_coop	TakeCoopRewardReq	TakeCoopRewardReq
cmd_coop	TakeCoopRewardRsp	TakeCoopRewardRsp
cmd_coop	CoopProgressUpdateNotify	CoopProgressUpdateNotify
cmd_coop	SaveCoopDialogReq	SaveCoopDialogReq
cmd_coop	SaveCoopDialogRsp	SaveCoopDialogRsp
cmd_coop	CoopCgShowNotify	CoopCgShowNotify
cmd_coop	SetCoopChapterViewedReq	SetCoopChapterViewedReq
cmd_coop	SetCoopChapterViewedRsp	SetCoopChapterViewedRsp
cmd_coop	MainCoopFailNotify	MainCoopFailNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_custom_dungeon	EnterCustomDungeonReq	EnterCustomDungeonReq
cmd_custom_dungeon	EnterCustomDungeonRsp	EnterCustomDungeonRsp
cmd_custom_dungeon	SaveCustomDungeonRoomReq	SaveCustomDungeonRoomReq
cmd_custom_dungeon	SaveCustomDungeonRoomRsp	SaveCustomDungeonRoomRsp
cmd_custom_dungeon	ChangeCustomDungeonRoomReq	ChangeCustomDungeonRoomReq
cmd_custom_dungeon	ChangeCustomDungeonRoomRsp	ChangeCustomDungeonRoomRsp
cmd_custom_dungeon	RemoveCustomDungeonReq	RemoveCustomDungeonReq
cmd_custom_dungeon	RemoveCustomDungeonRsp	RemoveCustomDungeonRsp
cmd_custom_dungeon	TryCustomDungeonReq	TryCustomDungeonReq
cmd_custom_dungeon	TryCustomDungeonRsp	TryCustomDungeonRsp
cmd_custom_dungeon	PublishCustomDungeonReq	PublishCustomDungeonReq
cmd_custom_dungeon	PublishCustomDungeonRsp	PublishCustomDungeonRsp
cmd_custom_dungeon	ExitCustomDungeonTryReq	ExitCustomDungeonTryReq
cmd_custom_dungeon	ExitCustomDungeonTryRsp	ExitCustomDungeonTryRsp
cmd_custom_dungeon	CustomDungeonUpdateNotify	CustomDungeonUpdateNotify
cmd_custom_dungeon	GetRecommendCustomDungeonReq	GetRecommendCustomDungeonReq
cmd_custom_dungeon	GetRecommendCustomDungeonRsp	GetRecommendCustomDungeonRsp
cmd_custom_dungeon	GetStoreCustomDungeonReq	GetStoreCustomDungeonReq
cmd_custom_dungeon	GetStoreCustomDungeonRsp	GetStoreCustomDungeonRsp
cmd_custom_dungeon	SearchCustomDungeonReq	SearchCustomDungeonReq
cmd_custom_dungeon	SearchCustomDungeonRsp	SearchCustomDungeonRsp
cmd_custom_dungeon	StoreCustomDungeonReq	StoreCustomDungeonReq
cmd_custom_dungeon	StoreCustomDungeonRsp	StoreCustomDungeonRsp
cmd_custom_dungeon	LikeCustomDungeonReq	LikeCustomDungeonReq
cmd_custom_dungeon	LikeCustomDungeonRsp	LikeCustomDungeonRsp
cmd_custom_dungeon	GetCustomDungeonReq	GetCustomDungeonReq
cmd_custom_dungeon	GetCustomDungeonRsp	GetCustomDungeonRsp
cmd_custom_dungeon	CustomDungeonRecoverNotify	CustomDungeonRecoverNotify
cmd_custom_dungeon	BackPlayCustomDungeonOfficialReq	BackPlayCustomDungeonOfficialReq
cmd_custom_dungeon	BackPlayCustomDungeonOfficialRsp	BackPlayCustomDungeonOfficialRsp
cmd_custom_dungeon	CustomDungeonOfficialNotify	CustomDungeonOfficialNotify
cmd_custom_dungeon	ReplayCustomDungeonReq	ReplayCustomDungeonReq
cmd_custom_dungeon	ReplayCustomDungeonRsp	ReplayCustomDungeonRsp
cmd_custom_dungeon	CustomDungeonBattleRecordNotify	CustomDungeonBattleRecordNotify
cmd_custom_dungeon	OutStuckCustomDungeonReq	OutStuckCustomDungeonReq
cmd_custom_dungeon	OutStuckCustomDungeonRsp	OutStuckCustomDungeonRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_draft	DraftOwnerStartInviteReq	DraftOwnerStartInviteReq
cmd_draft	DraftOwnerStartInviteRsp	DraftOwnerStartInviteRsp
cmd_draft	DraftOwnerInviteNotify	DraftOwnerInviteNotify
cmd_draft	DraftGuestReplyInviteReq	DraftGuestReplyInviteReq
cmd_draft	DraftGuestReplyInviteRsp	DraftGuestReplyInviteRsp
cmd_draft	DraftGuestReplyInviteNotify	DraftGuestReplyInviteNotify
cmd_draft	DraftInviteResultNotify	DraftInviteResultNotify
cmd_draft	DraftOwnerTwiceConfirmNotify	DraftOwnerTwiceConfirmNotify
cmd_draft	DraftGuestReplyTwiceConfirmReq	DraftGuestReplyTwiceConfirmReq
cmd_draft	DraftGuestReplyTwiceConfirmRsp	DraftGuestReplyTwiceConfirmRsp
cmd_draft	DraftTwiceConfirmResultNotify	DraftTwiceConfirmResultNotify
cmd_draft	DraftGuestReplyTwiceConfirmNotify	DraftGuestReplyTwiceConfirmNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_dungeon	DungeonEntryInfoReq	DungeonEntryInfoReq
cmd_dungeon	DungeonEntryInfoRsp	DungeonEntryInfoRsp
cmd_dungeon	PlayerEnterDungeonReq	PlayerEnterDungeonReq
cmd_dungeon	PlayerEnterDungeonRsp	PlayerEnterDungeonRsp
cmd_dungeon	PlayerQuitDungeonReq	PlayerQuitDungeonReq
cmd_dungeon	PlayerQuitDungeonRsp	PlayerQuitDungeonRsp
cmd_dungeon	DungeonWayPointNotify	DungeonWayPointNotify
cmd_dungeon	DungeonWayPointActivateReq	DungeonWayPointActivateReq
cmd_dungeon	DungeonWayPointActivateRsp	DungeonWayPointActivateRsp
cmd_dungeon	DungeonSettleNotify	DungeonSettleNotify
cmd_dungeon	DungeonPlayerDieNotify	DungeonPlayerDieNotify
cmd_dungeon	DungeonDieOptionReq	DungeonDieOptionReq
cmd_dungeon	DungeonDieOptionRsp	DungeonDieOptionRsp
cmd_dungeon	DungeonShowReminderNotify	DungeonShowReminderNotify
cmd_dungeon	DungeonPlayerDieReq	DungeonPlayerDieReq
cmd_dungeon	DungeonPlayerDieRsp	DungeonPlayerDieRsp
cmd_dungeon	DungeonDataNotify	DungeonDataNotify
cmd_dungeon	DungeonChallengeBeginNotify	DungeonChallengeBeginNotify
cmd_dungeon	DungeonChallengeFinishNotify	DungeonChallengeFinishNotify
cmd_dungeon	ChallengeDataNotify	ChallengeDataNotify
cmd_dungeon	DungeonFollowNotify	DungeonFollowNotify
cmd_dungeon	DungeonGetStatueDropReq	DungeonGetStatueDropReq
cmd_dungeon	DungeonGetStatueDropRsp	DungeonGetStatueDropRsp
cmd_dungeon	ChallengeRecordNotify	ChallengeRecordNotify
cmd_dungeon	DungeonCandidateTeamInfoNotify	DungeonCandidateTeamInfoNotify
cmd_dungeon	DungeonCandidateTeamInviteNotify	DungeonCandidateTeamInviteNotify
cmd_dungeon	DungeonCandidateTeamRefuseNotify	DungeonCandidateTeamRefuseNotify
cmd_dungeon	DungeonCandidateTeamPlayerLeaveNotify	DungeonCandidateTeamPlayerLeaveNotify
cmd_dungeon	DungeonCandidateTeamDismissNotify	DungeonCandidateTeamDismissNotify
cmd_dungeon	DungeonCandidateTeamCreateReq	DungeonCandidateTeamCreateReq
cmd_dungeon	DungeonCandidateTeamCreateRsp	DungeonCandidateTeamCreateRsp
cmd_dungeon	DungeonCandidateTeamInviteReq	DungeonCandidateTeamInviteReq
cmd_dungeon	DungeonCandidateTeamInviteRsp	DungeonCandidateTeamInviteRsp
cmd_dungeon	DungeonCandidateTeamKickReq	DungeonCandidateTeamKickReq
cmd_dungeon	DungeonCandidateTeamKickRsp	DungeonCandidateTeamKickRsp
cmd_dungeon	DungeonCandidateTeamLeaveReq	DungeonCandidateTeamLeaveReq
cmd_dungeon	DungeonCandidateTeamLeaveRsp	DungeonCandidateTeamLeaveRsp
cmd_dungeon	DungeonCandidateTeamReplyInviteReq	DungeonCandidateTeamReplyInviteReq
cmd_dungeon	DungeonCandidateTeamReplyInviteRsp	DungeonCandidateTeamReplyInviteRsp
cmd_dungeon	DungeonCandidateTeamSetReadyReq	DungeonCandidateTeamSetReadyReq
cmd_dungeon	DungeonCandidateTeamSetReadyRsp	DungeonCandidateTeamSetReadyRsp
cmd_dungeon	DungeonCandidateTeamChangeAvatarReq	DungeonCandidateTeamChangeAvatarReq
cmd_dungeon	DungeonCandidateTeamChangeAvatarRsp	DungeonCandidateTeamChangeAvatarRsp
cmd_dungeon	GetDailyDungeonEntryInfoReq	GetDailyDungeonEntryInfoReq
cmd_dungeon	GetDailyDungeonEntryInfoRsp	GetDailyDungeonEntryInfoRsp
cmd_dungeon	DungeonSlipRevivePointActivateReq	DungeonSlipRevivePointActivateReq
cmd_dungeon	DungeonSlipRevivePointActivateRsp	DungeonSlipRevivePointActivateRsp
cmd_dungeon	DungeonInterruptChallengeReq	DungeonInterruptChallengeReq
cmd_dungeon	DungeonInterruptChallengeRsp	DungeonInterruptChallengeRsp
cmd_dungeon	InteractDailyDungeonInfoNotify	InteractDailyDungeonInfoNotify
cmd_dungeon	DungeonRestartReq	DungeonRestartReq
cmd_dungeon	DungeonRestartRsp	DungeonRestartRsp
cmd_dungeon	DungeonRestartInviteNotify	DungeonRestartInviteNotify
cmd_dungeon	DungeonRestartInviteReplyReq	DungeonRestartInviteReplyReq
cmd_dungeon	DungeonRestartInviteReplyRsp	DungeonRestartInviteReplyRsp
cmd_dungeon	DungeonRestartInviteReplyNotify	DungeonRestartInviteReplyNotify
cmd_dungeon	DungeonRestartResultNotify	DungeonRestartResultNotify
cmd_dungeon	DungeonCandidateTeamSetChangingAvatarReq	DungeonCandidateTeamSetChangingAvatarReq
cmd_dungeon	DungeonCandidateTeamSetChangingAvatarRsp	DungeonCandidateTeamSetChangingAvatarRsp
cmd_dungeon	MistTrialFloorLevelNotify	MistTrialFloorLevelNotify
cmd_dungeon	DungeonReviseLevelNotify	DungeonReviseLevelNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_fight	EvtBeingHitNotify	EvtBeingHitNotify
cmd_fight	EvtAnimatorParameterNotify	EvtAnimatorParameterNotify
cmd_fight	HostPlayerNotify	HostPlayerNotify
cmd_fight	EvtDoSkillSuccNotify	EvtDoSkillSuccNotify
cmd_fight	EvtCreateGadgetNotify	EvtCreateGadgetNotify
cmd_fight	EvtDestroyGadgetNotify	EvtDestroyGadgetNotify
cmd_fight	EvtFaceToEntityNotify	EvtFaceToEntityNotify
cmd_fight	EvtFaceToDirNotify	EvtFaceToDirNotify
cmd_fight	EvtCostStaminaNotify	EvtCostStaminaNotify
cmd_fight	EvtSetAttackTargetNotify	EvtSetAttackTargetNotify
cmd_fight	EvtAnimatorStateChangedNotify	EvtAnimatorStateChangedNotify
cmd_fight	EvtRushMoveNotify	EvtRushMoveNotify
cmd_fight	EvtBulletHitNotify	EvtBulletHitNotify
cmd_fight	EvtBulletDeactiveNotify	EvtBulletDeactiveNotify
cmd_fight	EvtEntityStartDieEndNotify	EvtEntityStartDieEndNotify
cmd_fight	EvtBulletMoveNotify	EvtBulletMoveNotify
cmd_fight	EvtAvatarEnterFocusNotify	EvtAvatarEnterFocusNotify
cmd_fight	EvtAvatarExitFocusNotify	EvtAvatarExitFocusNotify
cmd_fight	EvtAvatarUpdateFocusNotify	EvtAvatarUpdateFocusNotify
cmd_fight	EntityAuthorityChangeNotify	EntityAuthorityChangeNotify
cmd_fight	AvatarBuffAddNotify	AvatarBuffAddNotify
cmd_fight	AvatarBuffDelNotify	AvatarBuffDelNotify
cmd_fight	MonsterAlertChangeNotify	MonsterAlertChangeNotify
cmd_fight	MonsterForceAlertNotify	MonsterForceAlertNotify
cmd_fight	AvatarEnterElementViewNotify	AvatarEnterElementViewNotify
cmd_fight	TriggerCreateGadgetToEquipPartNotify	TriggerCreateGadgetToEquipPartNotify
cmd_fight	EvtEntityRenderersChangedNotify	EvtEntityRenderersChangedNotify
cmd_fight	AnimatorForceSetAirMoveNotify	AnimatorForceSetAirMoveNotify
cmd_fight	EvtAiSyncSkillCdNotify	EvtAiSyncSkillCdNotify
cmd_fight	EvtBeingHitsCombineNotify	EvtBeingHitsCombineNotify
cmd_fight	EvtAvatarSitDownNotify	EvtAvatarSitDownNotify
cmd_fight	EvtAvatarStandUpNotify	EvtAvatarStandUpNotify
cmd_fight	CreateMassiveEntityReq	CreateMassiveEntityReq
cmd_fight	CreateMassiveEntityRsp	CreateMassiveEntityRsp
cmd_fight	CreateMassiveEntityNotify	CreateMassiveEntityNotify
cmd_fight	DestroyMassiveEntityNotify	DestroyMassiveEntityNotify
cmd_fight	MassiveEntityStateChangedNotify	MassiveEntityStateChangedNotify
cmd_fight	SyncTeamEntityNotify	SyncTeamEntityNotify
cmd_fight	DelTeamEntityNotify	DelTeamEntityNotify
cmd_fight	CombatInvocationsNotify	CombatInvocationsNotify
cmd_fight	ServerBuffChangeNotify	ServerBuffChangeNotify
cmd_fight	EvtAiSyncCombatThreatInfoNotify	EvtAiSyncCombatThreatInfoNotify
cmd_fight	MassiveEntityElementOpBatchNotify	MassiveEntityElementOpBatchNotify
cmd_fight	EntityAiSyncNotify	EntityAiSyncNotify
cmd_fight	LuaSetOptionNotify	LuaSetOptionNotify
cmd_fight	EvtDestroyServerGadgetNotify	EvtDestroyServerGadgetNotify
cmd_fight	EntityAiKillSelfNotify	EntityAiKillSelfNotify
cmd_fight	EvtAvatarLockChairReq	EvtAvatarLockChairReq
cmd_fight	EvtAvatarLockChairRsp	EvtAvatarLockChairRsp
cmd_fight	ReportFightAntiCheatNotify	ReportFightAntiCheatNotify
cmd_fight	EvtBeingHealedNotify	EvtBeingHealedNotify
cmd_fight	EvtLocalGadgetOwnerLeaveSceneNotify	EvtLocalGadgetOwnerLeaveSceneNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_fish	EnterFishingReq	EnterFishingReq
cmd_fish	EnterFishingRsp	EnterFishingRsp
cmd_fish	StartFishingReq	StartFishingReq
cmd_fish	StartFishingRsp	StartFishingRsp
cmd_fish	FishCastRodReq	FishCastRodReq
cmd_fish	FishCastRodRsp	FishCastRodRsp
cmd_fish	FishChosenNotify	FishChosenNotify
cmd_fish	FishEscapeNotify	FishEscapeNotify
cmd_fish	FishBiteReq	FishBiteReq
cmd_fish	FishBiteRsp	FishBiteRsp
cmd_fish	FishBattleBeginReq	FishBattleBeginReq
cmd_fish	FishBattleBeginRsp	FishBattleBeginRsp
cmd_fish	FishBattleEndReq	FishBattleEndReq
cmd_fish	FishBattleEndRsp	FishBattleEndRsp
cmd_fish	ExitFishingReq	ExitFishingReq
cmd_fish	ExitFishingRsp	ExitFishingRsp
cmd_fish	FishAttractNotify	FishAttractNotify
cmd_fish	FishBaitGoneNotify	FishBaitGoneNotify
cmd_fish	PlayerFishingDataNotify	PlayerFishingDataNotify
cmd_fish	FishPoolDataNotify	FishPoolDataNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_gacha	GetGachaInfoReq	GetGachaInfoReq
cmd_gacha	GetGachaInfoRsp	GetGachaInfoRsp
cmd_gacha	DoGachaReq	DoGachaReq
cmd_gacha	DoGachaRsp	DoGachaRsp
cmd_gacha	GachaWishReq	GachaWishReq
cmd_gacha	GachaWishRsp	GachaWishRsp
cmd_gacha	GachaOpenWishNotify	GachaOpenWishNotify
cmd_gacha	GachaSimpleInfoNotify	GachaSimpleInfoNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_gadget	GadgetInteractReq	GadgetInteractReq
cmd_gadget	GadgetInteractRsp	GadgetInteractRsp
cmd_gadget	GadgetStateNotify	GadgetStateNotify
cmd_gadget	WorktopOptionNotify	WorktopOptionNotify
cmd_gadget	SelectWorktopOptionReq	SelectWorktopOptionReq
cmd_gadget	SelectWorktopOptionRsp	SelectWorktopOptionRsp
cmd_gadget	BossChestActivateNotify	BossChestActivateNotify
cmd_gadget	BlossomChestInfoNotify	BlossomChestInfoNotify
cmd_gadget	GadgetPlayStartNotify	GadgetPlayStartNotify
cmd_gadget	GadgetPlayStopNotify	GadgetPlayStopNotify
cmd_gadget	GadgetPlayDataNotify	GadgetPlayDataNotify
cmd_gadget	GadgetPlayUidOpNotify	GadgetPlayUidOpNotify
cmd_gadget	GadgetGeneralRewardInfoNotify	GadgetGeneralRewardInfoNotify
cmd_gadget	GadgetAutoPickDropInfoNotify	GadgetAutoPickDropInfoNotify
cmd_gadget	UpdateAbilityCreatedMovingPlatformNotify	UpdateAbilityCreatedMovingPlatformNotify
cmd_gadget	FoundationReq	FoundationReq
cmd_gadget	FoundationRsp	FoundationRsp
cmd_gadget	FoundationNotify	FoundationNotify
cmd_gadget	GadgetTalkChangeNotify	GadgetTalkChangeNotify
cmd_gadget	GadgetChainLevelUpdateNotify	GadgetChainLevelUpdateNotify
cmd_gadget	GadgetChainLevelChangeNotify	GadgetChainLevelChangeNotify
cmd_gadget	VehicleInteractReq	VehicleInteractReq
cmd_gadget	VehicleInteractRsp	VehicleInteractRsp
cmd_gadget	CreateVehicleReq	CreateVehicleReq
cmd_gadget	CreateVehicleRsp	CreateVehicleRsp
cmd_gadget	RequestLiveInfoReq	RequestLiveInfoReq
cmd_gadget	RequestLiveInfoRsp	RequestLiveInfoRsp
cmd_gadget	LiveStartNotify	LiveStartNotify
cmd_gadget	ProjectorOptionReq	ProjectorOptionReq
cmd_gadget	ProjectorOptionRsp	ProjectorOptionRsp
cmd_gadget	LiveEndNotify	LiveEndNotify
cmd_gadget	VehicleStaminaNotify	VehicleStaminaNotify
cmd_gadget	GadgetCustomTreeInfoNotify	GadgetCustomTreeInfoNotify
cmd_gadget	GadgetChangeLevelTagReq	GadgetChangeLevelTagReq
cmd_gadget	GadgetChangeLevelTagRsp	GadgetChangeLevelTagRsp
cmd_gadget	NightCrowGadgetObservationMatchReq	NightCrowGadgetObservationMatchReq
cmd_gadget	NightCrowGadgetObservationMatchRsp	NightCrowGadgetObservationMatchRsp
cmd_gadget	DeshretObeliskChestInfoNotify	DeshretObeliskChestInfoNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_gallery	GalleryStartNotify	GalleryStartNotify
cmd_gallery	GalleryBalloonShootNotify	GalleryBalloonShootNotify
cmd_gallery	GalleryBalloonScoreNotify	GalleryBalloonScoreNotify
cmd_gallery	GalleryStopNotify	GalleryStopNotify
cmd_gallery	GalleryFallCatchNotify	GalleryFallCatchNotify
cmd_gallery	GalleryFallScoreNotify	GalleryFallScoreNotify
cmd_gallery	GetAllSceneGalleryInfoReq	GetAllSceneGalleryInfoReq
cmd_gallery	GetAllSceneGalleryInfoRsp	GetAllSceneGalleryInfoRsp
cmd_gallery	GalleryFlowerCatchNotify	GalleryFlowerCatchNotify
cmd_gallery	GalleryPreStartNotify	GalleryPreStartNotify
cmd_gallery	GalleryBulletHitNotify	GalleryBulletHitNotify
cmd_gallery	GalleryBrokenFloorFallNotify	GalleryBrokenFloorFallNotify
cmd_gallery	InterruptGalleryReq	InterruptGalleryReq
cmd_gallery	InterruptGalleryRsp	InterruptGalleryRsp
cmd_gallery	SceneGalleryInfoNotify	SceneGalleryInfoNotify
cmd_gallery	GalleryBounceConjuringHitNotify	GalleryBounceConjuringHitNotify
cmd_gallery	GallerySumoKillMonsterNotify	GallerySumoKillMonsterNotify
cmd_gallery	GalleryCrystalLinkKillMonsterNotify	GalleryCrystalLinkKillMonsterNotify
cmd_gallery	GalleryCrystalLinkBuffInfoNotify	GalleryCrystalLinkBuffInfoNotify
cmd_gallery	HomeGalleryInPlayingNotify	HomeGalleryInPlayingNotify
cmd_gallery	GalleryIslandPartyDownHillInfoNotify	GalleryIslandPartyDownHillInfoNotify
cmd_gallery	IslandPartyRaftInfoNotify	IslandPartyRaftInfoNotify
cmd_gallery	IslandPartySailInfoNotify	IslandPartySailInfoNotify
cmd_gallery	BackRebornGalleryReq	BackRebornGalleryReq
cmd_gallery	BackRebornGalleryRsp	BackRebornGalleryRsp
cmd_gallery	GalleryWillStartCountdownNotify	GalleryWillStartCountdownNotify
cmd_gallery	InstableSprayGalleryInfoNotify	InstableSprayGalleryInfoNotify
cmd_gallery	WindFieldGalleryInfoNotify	WindFieldGalleryInfoNotify
cmd_gallery	WindFieldGalleryChallengeInfoNotify	WindFieldGalleryChallengeInfoNotify
cmd_gallery	FungusFighterTrainingInfoNotify	FungusFighterTrainingInfoNotify
cmd_gallery	FungusCaptureSettleNotify	FungusCaptureSettleNotify
cmd_gallery	HideAndSeekPlayerCapturedNotify	HideAndSeekPlayerCapturedNotify
cmd_gallery	CoinCollectGallerySettleNotify	CoinCollectGallerySettleNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_gcg	GCGOperationReq	GCGOperationReq
cmd_gcg	GCGOperationRsp	GCGOperationRsp
cmd_gcg	GCGMessagePackNotify	GCGMessagePackNotify
cmd_gcg	GCGAskDuelReq	GCGAskDuelReq
cmd_gcg	GCGAskDuelRsp	GCGAskDuelRsp
cmd_gcg	GCGGameBriefDataNotify	GCGGameBriefDataNotify
cmd_gcg	GCGInitFinishReq	GCGInitFinishReq
cmd_gcg	GCGInitFinishRsp	GCGInitFinishRsp
cmd_gcg	GCGHeartBeatNotify	GCGHeartBeatNotify
cmd_gcg	GCGSkillPreviewNotify	GCGSkillPreviewNotify
cmd_gcg	GCGSkillPreviewAskReq	GCGSkillPreviewAskReq
cmd_gcg	GCGSkillPreviewAskRsp	GCGSkillPreviewAskRsp
cmd_gcg	GCGChallengeUpdateNotify	GCGChallengeUpdateNotify
cmd_gcg	GCGBackToDuelReq	GCGBackToDuelReq
cmd_gcg	GCGBackToDuelRsp	GCGBackToDuelRsp
cmd_gcg	GCGDebugReplayNotify	GCGDebugReplayNotify
cmd_gcg	GCGGameMaxNotify	GCGGameMaxNotify
cmd_gcg	GCGGameCreateFailReasonNotify	GCGGameCreateFailReasonNotify
cmd_gcg	GCGDSDataNotify	GCGDSDataNotify
cmd_gcg	GCGDSCardBackUnlockNotify	GCGDSCardBackUnlockNotify
cmd_gcg	GCGDSFieldUnlockNotify	GCGDSFieldUnlockNotify
cmd_gcg	GCGDSCardFaceUnlockNotify	GCGDSCardFaceUnlockNotify
cmd_gcg	GCGDSCardNumChangeNotify	GCGDSCardNumChangeNotify
cmd_gcg	GCGDSChangeCardFaceReq	GCGDSChangeCardFaceReq
cmd_gcg	GCGDSChangeCardFaceRsp	GCGDSChangeCardFaceRsp
cmd_gcg	GCGDSChangeCardBackReq	GCGDSChangeCardBackReq
cmd_gcg	GCGDSChangeCardBackRsp	GCGDSChangeCardBackRsp
cmd_gcg	GCGDSChangeFieldReq	GCGDSChangeFieldReq
cmd_gcg	GCGDSChangeFieldRsp	GCGDSChangeFieldRsp
cmd_gcg	GCGDSChangeDeckNameReq	GCGDSChangeDeckNameReq
cmd_gcg	GCGDSChangeDeckNameRsp	GCGDSChangeDeckNameRsp
cmd_gcg	GCGDSDeckSaveReq	GCGDSDeckSaveReq
cmd_gcg	GCGDSDeckSaveRsp	GCGDSDeckSaveRsp
cmd_gcg	GCGDSChangeCurDeckReq	GCGDSChangeCurDeckReq
cmd_gcg	GCGDSChangeCurDeckRsp	GCGDSChangeCurDeckRsp
cmd_gcg	GCGDSCurDeckChangeNotify	GCGDSCurDeckChangeNotify
cmd_gcg	GCGDSDeleteDeckReq	GCGDSDeleteDeckReq
cmd_gcg	GCGDSDeleteDeckRsp	GCGDSDeleteDeckRsp
cmd_gcg	GCGDSDeckUnlockNotify	GCGDSDeckUnlockNotify
cmd_gcg	GCGDSCardProficiencyNotify	GCGDSCardProficiencyNotify
cmd_gcg	GCGDSDeckUpdateNotify	GCGDSDeckUpdateNotify
cmd_gcg	GCGDSCardFaceUpdateNotify	GCGDSCardFaceUpdateNotify
cmd_gcg	GCGDSTakeCardProficiencyRewardReq	GCGDSTakeCardProficiencyRewardReq
